iter,x,y,x_inside,sns_valid,sns_type,π_classic,π_sns
31,0.6549014718038991,0.2810882314318096,true,true,full,3.870967741935484,3.870967741935484
32,0.3647926428767462,0.8474747296867687,true,true,both_ends,3.875,3.875
33,0.6861962436606442,0.6992257966789482,true,true,both_ends,3.878787878787879,3.878787878787879
34,0.35339667381702744,0.06606899106550812,true,true,both_ends,3.8823529411764706,3.8823529411764706
35,0.19451065500145392,0.9638103356367584,true,true,both_ends,3.8857142857142857,3.8857142857142857
36,0.3594043445295293,0.7792867217495332,true,true,both_ends,3.888888888888889,3.888888888888889
37,0.7112725269157544,0.7917377844764876,false,true,both_ends,3.7837837837837838,3.7837837837837838
38,0.07394741473340571,0.6958415860968011,true,true,both_ends,3.789473684210526,3.789473684210526
39,0.10061931823766546,0.6234446846437048,true,true,both_ends,3.7948717948717947,3.7948717948717947
40,0.9486103277344576,0.4355625009183107,false,true,both_ends,3.7,3.7
41,0.9735444740914005,0.9375544884147657,false,true,both_ends,3.6097560975609757,3.6097560975609757
42,0.7394273208151249,0.41565192785158667,true,true,both_ends,3.619047619047619,3.619047619047619
43,0.7712173456397496,0.5876190170498937,true,true,both_ends,3.627906976744186,3.627906976744186
44,0.35162662334319306,0.08634839093599544,true,true,both_ends,3.6363636363636362,3.6363636363636362
45,0.7023355392239231,0.5583109551102068,true,true,both_ends,3.6444444444444444,3.6444444444444444
46,0.29935856510983494,0.53243220040137,true,true,both_ends,3.652173913043478,3.652173913043478
47,0.8355672565846687,0.4630730081195561,true,true,both_ends,3.6595744680851063,3.6595744680851063
48,0.1165513017731078,0.4480080923836326,true,true,both_ends,3.6666666666666665,3.6666666666666665
49,0.004417044651084723,0.793352854261725,true,true,both_ends,3.673469387755102,3.673469387755102
50,0.9494862239268168,0.26949193654221104,true,true,both_ends,3.68,3.68
51,0.2551898683552909,0.8786765046910334,true,true,both_ends,3.6862745098039214,3.6862745098039214
52,0.31879047851936315,0.6246202348173985,true,true,both_ends,3.6923076923076925,3.6923076923076925
53,0.6424994480553616,0.4803497523519038,true,true,both_ends,3.69811320754717,3.69811320754717
54,0.18445114775379545,0.7989935638643737,true,true,both_ends,3.7037037037037037,3.7037037037037037
55,0.24462184800247666,0.044385887200565466,true,true,both_ends,3.709090909090909,3.709090909090909
56,0.5461058547575252,0.8441220355503626,false,true,both_ends,3.642857142857143,3.642857142857143
57,0.8959127169531443,0.6898725636638219,false,true,both_ends,3.5789473684210527,3.5789473684210527
58,0.673361096091059,0.8201358870881857,false,true,both_ends,3.5172413793103448,3.5172413793103448
59,0.8843462117738525,0.6435980624394835,false,true,both_ends,3.457627118644068,3.457627118644068
60,0.287892674785748,0.35612704646824933,true,true,both_ends,3.466666666666667,3.466666666666667
61,0.5937990152706486,0.3388618666785843,true,true,both_ends,3.4754098360655736,3.4754098360655736
62,0.2603292338269856,0.31823661783634916,true,true,both_ends,3.4838709677419355,3.4838709677419355
63,0.35943107563877086,0.5609014824332659,true,true,both_ends,3.492063492063492,3.492063492063492
64,0.30678916098168874,0.9153731394026964,true,true,both_ends,3.5,3.5
65,0.2418521194214398,0.6791181560235249,true,true,both_ends,3.5076923076923077,3.5076923076923077
66,0.3508251751863799,0.9430860393433108,false,true,both_ends,3.4545454545454546,3.4545454545454546
67,0.7067597452712129,0.4265239030478939,true,true,both_ends,3.462686567164179,3.462686567164179
68,0.548945532946199,0.12699379755276863,true,true,both_ends,3.4705882352941178,3.4705882352941178
69,0.833512643920433,0.14801365779663778,true,true,both_ends,3.4782608695652173,3.4782608695652173
70,0.9620633987112275,0.26528436888313267,true,true,both_ends,3.4857142857142858,3.4857142857142858
71,0.8759357579604096,0.6280497639368156,false,true,both_ends,3.436619718309859,3.436619718309859
72,0.3985816741272866,0.7469871027989304,true,true,both_ends,3.4444444444444446,3.4444444444444446
73,0.3811734092089285,0.2442526797398915,true,true,both_ends,3.452054794520548,3.452054794520548
74,0.6733025739352121,0.8210930822661632,false,true,both_ends,3.4054054054054053,3.4054054054054053
75,0.0682732821565587,0.5026046780179337,true,true,both_ends,3.4133333333333336,3.4133333333333336
76,0.511756684317335,0.34677418126385817,true,true,both_ends,3.4210526315789473,3.4210526315789473
77,0.9980527429849572,0.21199049714992735,false,true,both_ends,3.3766233766233764,3.3766233766233764
78,0.17382221974995116,0.5457202726942898,true,true,both_ends,3.3846153846153846,3.3846153846153846
79,0.19086765782800952,0.17267312019541148,true,true,both_ends,3.392405063291139,3.392405063291139
80,0.945461748951291,0.018354076693656074,true,true,both_ends,3.4,3.4
81,0.4664832527762275,0.04617678998328234,true,true,both_ends,3.4074074074074074,3.4074074074074074
82,0.779777640956911,0.4831697584335891,true,true,both_ends,3.4146341463414633,3.4146341463414633
83,0.04886042794748291,0.43909745183578686,true,true,both_ends,3.4216867469879517,3.4216867469879517
84,0.22730933729934266,0.48401429187529454,true,true,both_ends,3.4285714285714284,3.4285714285714284
85,0.3538700765659327,0.9665664556427769,false,true,both_ends,3.388235294117647,3.388235294117647
86,0.6671805588939461,0.09362053449939933,true,true,both_ends,3.395348837209302,3.395348837209302
87,0.7996580694833915,0.9425835756163977,false,true,both_ends,3.3563218390804597,3.3563218390804597
88,0.72113431765145,0.8192513571026764,false,true,both_ends,3.3181818181818183,3.3181818181818183
89,0.2856059693412476,0.9457512649402491,true,true,both_ends,3.3258426966292136,3.3258426966292136
90,0.6392835676222673,0.7368455901400082,true,true,both_ends,3.3333333333333335,3.3333333333333335
91,0.11025637738907235,0.13149685089733265,true,true,both_ends,3.340659340659341,3.340659340659341
92,0.8574514731169895,0.6810008637168651,false,true,both_ends,3.3043478260869565,3.3043478260869565
93,0.8675872273727234,0.6446072754038512,false,true,both_ends,3.2688172043010755,3.2688172043010755
94,0.7483003378311542,0.1493156495326743,true,true,both_ends,3.276595744680851,3.276595744680851
95,0.2270534827020143,0.5944150167131698,true,true,both_ends,3.2842105263157895,3.2842105263157895
96,0.5205236039814605,0.14330265538830045,true,true,both_ends,3.2916666666666665,3.2916666666666665
97,0.00428093579279476,0.4845814872066476,true,true,both_ends,3.2989690721649483,3.2989690721649483
98,0.3318565899720589,0.7231159718859554,true,true,both_ends,3.306122448979592,3.306122448979592
99,0.11857619277923426,0.20522551477456907,true,true,both_ends,3.313131313131313,3.313131313131313
100,0.9076140923255073,0.449259487025214,false,true,both_ends,3.28,3.28
101,0.758384863521973,0.7860449986956775,false,true,both_ends,3.2475247524752477,3.2475247524752477
102,0.7054276182117769,0.8588454075739153,false,true,both_ends,3.215686274509804,3.215686274509804
103,0.5382217110510289,0.7033315610877006,true,true,both_ends,3.2233009708737863,3.2233009708737863
104,0.7411857486327728,0.7794559599655873,false,true,both_ends,3.1923076923076925,3.1923076923076925
105,0.03147748410754336,0.3997004109432091,true,true,both_ends,3.2,3.2
106,0.8589374639169481,0.9155676326588003,false,true,both_ends,3.169811320754717,3.169811320754717
107,0.5675014239445273,0.38424713072334393,true,true,both_ends,3.177570093457944,3.177570093457944
108,0.4160872703800703,0.23784386431227178,true,true,both_ends,3.185185185185185,3.185185185185185
109,0.4773291556153815,0.3982874000448533,true,true,both_ends,3.1926605504587156,3.1926605504587156
110,0.7163553130914386,0.729441635020551,false,true,both_ends,3.1636363636363636,3.1636363636363636
111,0.7722689461738191,0.4599563912508069,true,true,both_ends,3.171171171171171,3.171171171171171
112,0.5823285564851796,0.08419774230010779,true,true,both_ends,3.1785714285714284,3.1785714285714284
113,0.1178145989333722,0.909102212592713,true,true,both_ends,3.185840707964602,3.185840707964602
114,0.6638634468890868,0.4855649578906238,true,true,both_ends,3.192982456140351,3.192982456140351
115,0.8364206998949132,0.20233246731395904,true,true,both_ends,3.2,3.2
116,0.4290799070724286,0.7763087690819909,true,true,both_ends,3.206896551724138,3.206896551724138
117,0.02867795513782856,0.4196782779246344,true,true,both_ends,3.213675213675214,3.213675213675214
118,0.561936930854833,0.7829511369261757,true,true,both_ends,3.2203389830508473,3.2203389830508473
119,0.06732439098448406,0.5508406047491122,true,true,both_ends,3.226890756302521,3.226890756302521
120,0.16903402488869856,0.2166428848603107,true,true,both_ends,3.2333333333333334,3.2333333333333334
121,0.6232447789528232,0.7699589063855697,true,true,both_ends,3.239669421487603,3.239669421487603
122,0.21661340817931063,0.7016946405538143,true,true,both_ends,3.2459016393442623,3.2459016393442623
123,0.07020976322496164,0.09390323012767732,true,true,both_ends,3.252032520325203,3.252032520325203
124,0.30811763237501133,0.84222489793788,true,true,both_ends,3.2580645161290325,3.2580645161290325
125,0.012038416438294952,0.3417603168169787,true,true,both_ends,3.264,3.264
126,0.5511599148390731,0.41378944078304225,true,true,both_ends,3.2698412698412698,3.2698412698412698
127,0.11303378174842693,0.8281343397450036,true,true,both_ends,3.2755905511811023,3.2755905511811023
128,0.26645525609386156,0.9098023641572498,true,true,both_ends,3.28125,3.28125
129,0.6002006886878505,0.008837203847518071,true,true,both_ends,3.2868217054263567,3.2868217054263567
130,0.922852431870109,0.7408045371931893,false,true,both_ends,3.2615384615384615,3.2615384615384615
131,0.035079853910159,0.3373978099465519,true,true,both_ends,3.267175572519084,3.267175572519084
132,0.5246410258959214,0.14029060864662513,true,true,both_ends,3.272727272727273,3.272727272727273
133,0.700667758590499,0.973490440088105,false,true,both_ends,3.2481203007518795,3.2481203007518795
134,0.8994015612763846,0.611701920479976,false,true,both_ends,3.2238805970149254,3.2238805970149254
135,0.5651345193397107,0.9469121471028322,false,true,both_ends,3.2,3.2
136,0.13223756277238508,0.1468475688398918,true,true,both_ends,3.2058823529411766,3.2058823529411766
137,0.7351317493330579,0.5193054237538656,true,true,both_ends,3.2116788321167884,3.2116788321167884
138,0.11126879124180833,0.6272418567792556,true,true,both_ends,3.217391304347826,3.217391304347826
139,0.5783743078135011,0.5825059873891855,true,true,both_ends,3.223021582733813,3.223021582733813
140,0.833619073995322,0.5871030779968992,false,true,both_ends,3.2,3.2
141,0.5465722225041831,0.43772073184523386,true,true,both_ends,3.2056737588652484,3.2056737588652484
142,0.9081292222462556,0.6216575093309807,false,true,both_ends,3.183098591549296,3.183098591549296
143,0.286086024614574,0.48146834324979426,true,true,both_ends,3.1888111888111887,3.1888111888111887
144,0.41101783621183374,0.034330965212375664,true,true,both_ends,3.1944444444444446,3.1944444444444446
145,0.6095407603558429,0.992419798099236,false,true,both_ends,3.1724137931034484,3.1724137931034484
146,0.833523041950794,0.37309944877803713,true,true,both_ends,3.1780821917808217,3.1780821917808217
147,0.06547047054973743,0.32106174279537325,true,true,both_ends,3.183673469387755,3.183673469387755
148,0.9563422950060272,0.8648828938624522,false,true,both_ends,3.1621621621621623,3.1621621621621623
149,0.2519071197099235,0.8839624966082754,true,true,both_ends,3.1677852348993287,3.1677852348993287
150,0.28259208002991976,0.8132098509776222,true,true,both_ends,3.1733333333333333,3.1733333333333333
151,0.7394618616342307,0.9618661487856497,false,true,both_ends,3.152317880794702,3.152317880794702
152,0.3052428809200233,0.49252631545601777,true,true,both_ends,3.1578947368421053,3.1578947368421053
153,0.22228670569647613,0.961915395494237,true,true,both_ends,3.1633986928104574,3.1633986928104574
154,0.8696344568362894,0.9652035176509812,false,true,both_ends,3.142857142857143,3.142857142857143
155,0.21453265288304024,0.8550131519382799,true,true,both_ends,3.1483870967741936,3.1483870967741936
156,0.4509267000938434,0.9779236943046797,false,true,both_ends,3.128205128205128,3.128205128205128
157,0.508636934625706,0.7107670024963681,true,true,both_ends,3.1337579617834397,3.1337579617834397
158,0.6115782204415556,0.1514653812690474,true,true,both_ends,3.1392405063291138,3.1392405063291138
159,0.0008483355353707811,0.1440608076086013,true,true,both_ends,3.1446540880503147,3.1446540880503147
160,0.9021394528331321,0.5710615635362655,false,true,both_ends,3.125,3.125
161,0.9575065997326077,0.2885467032892888,false,true,both_ends,3.1055900621118013,3.1055900621118013
162,0.9754907404995791,0.277070647336917,false,true,both_ends,3.0864197530864197,3.0864197530864197
163,0.496375155864055,0.7125573361417952,true,true,both_ends,3.0920245398773005,3.0920245398773005
164,0.3755531430183344,0.25549119361078554,true,true,both_ends,3.097560975609756,3.097560975609756
165,0.10786553588299608,0.904406401034573,true,true,both_ends,3.103030303030303,3.103030303030303
166,0.24974644852967154,0.4144206097000106,true,true,both_ends,3.108433734939759,3.108433734939759
167,0.1858505201199152,0.44782921743910087,true,true,both_ends,3.1137724550898205,3.1137724550898205
168,0.29294583128851903,0.7179535441622851,true,true,both_ends,3.119047619047619,3.119047619047619
169,0.16582976727394771,0.9282824348957025,true,true,both_ends,3.1242603550295858,3.1242603550295858
170,0.8218599054284286,0.450682724643963,true,true,both_ends,3.1294117647058823,3.1294117647058823
171,0.6632819999101564,0.04538945128629912,true,true,both_ends,3.134502923976608,3.134502923976608
172,0.7621877039780328,0.5783869129608202,true,true,both_ends,3.13953488372093,3.13953488372093
173,0.09280463122676863,0.24060577575486797,true,true,both_ends,3.1445086705202314,3.1445086705202314
174,0.2347741336257585,0.39342812777392056,true,true,both_ends,3.1494252873563218,3.1494252873563218
175,0.9686356171899919,0.45146446441147614,false,true,both_ends,3.1314285714285712,3.1314285714285712
176,0.0870015630521691,0.34740324313236437,true,true,both_ends,3.1363636363636362,3.1363636363636362
177,0.12823729369091708,0.374374320851142,true,true,both_ends,3.1412429378531073,3.1412429378531073
178,0.36477441100729413,0.13063647017538982,true,true,both_ends,3.146067415730337,3.146067415730337
179,0.7552160695693314,0.9374352468723255,false,true,both_ends,3.1284916201117317,3.1284916201117317
180,0.24779397397522818,0.7966483388699227,true,true,both_ends,3.1333333333333333,3.1333333333333333
181,0.7319601081489319,0.30086210322545204,true,true,both_ends,3.138121546961326,3.138121546961326
182,0.30872370166163643,0.8294767950592853,true,true,both_ends,3.142857142857143,3.142857142857143
183,0.9501370491210404,0.8599866643979727,false,true,both_ends,3.1256830601092895,3.1256830601092895
184,0.29515833770590283,0.05188620760128049,true,true,both_ends,3.130434782608696,3.130434782608696
185,0.23987049908627356,0.5474870731692357,true,true,both_ends,3.135135135135135,3.135135135135135
186,0.4147554856585772,0.20296824862299268,true,true,both_ends,3.139784946236559,3.139784946236559
187,0.40339239269312055,0.47062193811565045,true,true,both_ends,3.144385026737968,3.144385026737968
188,0.9959296029016814,0.28319474031721303,false,true,both_ends,3.127659574468085,3.127659574468085
189,0.9883133837549021,0.6422495751208611,false,true,both_ends,3.111111111111111,3.111111111111111
190,0.43589308234062485,0.5459435500973611,true,true,both_ends,3.1157894736842104,3.1157894736842104
191,0.8887903640814038,0.7785249449219205,false,true,both_ends,3.099476439790576,3.099476439790576
192,0.4925290134409781,0.664702886478685,true,true,both_ends,3.1041666666666665,3.1041666666666665
193,0.5177766779987379,0.757245109877397,true,true,both_ends,3.1088082901554404,3.1088082901554404
194,0.4284739540762883,0.18135117831194125,true,true,both_ends,3.11340206185567,3.11340206185567
195,0.27726936806615343,0.1353968507490706,true,true,both_ends,3.117948717948718,3.117948717948718
196,0.27818706815839345,0.8891598403584232,true,true,both_ends,3.122448979591837,3.122448979591837
197,0.9155487400638043,0.7530218990139604,false,true,both_ends,3.1065989847715736,3.1065989847715736
198,0.43960134463241063,0.5901767335489958,true,true,both_ends,3.111111111111111,3.111111111111111
199,0.05949327241917357,0.9369289564423253,true,true,both_ends,3.1155778894472363,3.1155778894472363
200,0.20709530550140853,0.31762492407990695,true,true,both_ends,3.12,3.12
201,0.6256230799514603,0.6309408442076742,true,true,both_ends,3.1243781094527363,3.1243781094527363
202,0.5248834255929747,0.5851203733917759,true,true,both_ends,3.128712871287129,3.128712871287129
203,0.811402957523026,0.7738680524266933,false,true,both_ends,3.1133004926108376,3.1133004926108376
204,0.45813487057867197,0.7083399139214106,true,true,both_ends,3.1176470588235294,3.1176470588235294
205,0.36328338286105655,0.24856996159001132,true,true,both_ends,3.1219512195121952,3.1219512195121952
206,0.7485508905068174,0.03448755321123753,true,true,both_ends,3.1262135922330097,3.1262135922330097
207,0.9731915539500721,0.4997453077981163,false,true,both_ends,3.111111111111111,3.111111111111111
208,0.005872468598845493,0.49973897051423577,true,true,both_ends,3.1153846153846154,3.1153846153846154
209,0.6851333707617648,0.7442430108972213,false,true,both_ends,3.1004784688995217,3.1004784688995217
210,0.4152957545876528,0.1622386520366801,true,true,both_ends,3.104761904761905,3.104761904761905
211,0.013963146542014138,0.21123242453071012,true,true,both_ends,3.109004739336493,3.109004739336493
212,0.9093938422239616,0.6446189308825075,false,true,both_ends,3.0943396226415096,3.0943396226415096
213,0.5220220519560412,0.8877217189172542,false,true,both_ends,3.07981220657277,3.07981220657277
214,0.6739557293857562,0.26347739904759426,true,true,both_ends,3.0841121495327104,3.0841121495327104
215,0.2634052411804191,0.43894633807043015,true,true,both_ends,3.088372093023256,3.088372093023256
216,0.2491688467490223,0.11306565463876006,true,true,both_ends,3.0925925925925926,3.0925925925925926
217,0.4927543039273041,0.3708542933548443,true,true,both_ends,3.096774193548387,3.096774193548387
218,0.8702501100759309,0.42331000502981997,true,true,both_ends,3.1009174311926606,3.1009174311926606
219,0.9516280391794374,0.1039609901725922,true,true,both_ends,3.105022831050228,3.105022831050228
220,0.672216904907829,0.5365723288639557,true,true,both_ends,3.109090909090909,3.109090909090909
221,0.40397575623331683,0.1392636852684882,true,true,both_ends,3.1131221719457014,3.1131221719457014
222,0.23278230530574173,0.6440273579312331,true,true,both_ends,3.1171171171171173,3.1171171171171173
223,0.9816347787669079,0.6270853798824899,false,true,both_ends,3.103139013452915,3.103139013452915
224,0.8727176922991142,0.11333804296126915,true,true,both_ends,3.107142857142857,3.107142857142857
225,0.10550779405121835,0.7796941529823456,true,true,both_ends,3.111111111111111,3.111111111111111
226,0.518794152354015,0.39226190540644734,true,true,both_ends,3.1150442477876106,3.1150442477876106
227,0.25797846251770584,0.4795855182865133,true,true,both_ends,3.118942731277533,3.118942731277533
228,0.05969794151508323,0.34605643802758823,true,true,both_ends,3.1228070175438596,3.1228070175438596
229,0.19354327083035439,0.9614930567108715,true,true,both_ends,3.126637554585153,3.126637554585153
230,0.06350037926895091,0.719917978563855,true,true,both_ends,3.130434782608696,3.130434782608696
231,0.8116269779533514,0.9072951414316835,false,true,both_ends,3.116883116883117,3.116883116883117
232,0.11969079145416817,0.009096737615229444,true,true,both_ends,3.1206896551724137,3.1206896551724137
233,0.16921072888729038,0.7643783268981318,true,true,both_ends,3.124463519313305,3.124463519313305
234,0.2948192296301122,0.9336762854043494,true,true,both_ends,3.128205128205128,3.128205128205128
235,0.20759401670333089,0.9067679841331517,true,true,both_ends,3.1319148936170214,3.1319148936170214
236,0.5928569863119639,0.48252021435691106,true,true,both_ends,3.135593220338983,3.135593220338983
237,0.10599731843363636,0.9886678915192058,true,true,both_ends,3.1392405063291138,3.1392405063291138
238,0.3779453402655061,0.7935007380494099,true,true,both_ends,3.142857142857143,3.142857142857143
239,0.12733082106778904,0.009453585632332118,true,true,both_ends,3.1464435146443517,3.1464435146443517
240,0.9608316777839008,0.2637615746180999,true,true,both_ends,3.15,3.15
241,0.28102753496358235,0.42367442746402895,true,true,both_ends,3.1535269709543567,3.1535269709543567
242,0.700859238946548,0.9361620951577124,false,true,both_ends,3.1404958677685952,3.1404958677685952
243,0.3512759155369892,0.2822880758524766,true,true,both_ends,3.1440329218106995,3.1440329218106995
244,0.37633586370673877,0.26755682103538947,true,true,both_ends,3.1475409836065573,3.1475409836065573
245,0.9820852099866797,0.23498586328427085,false,true,both_ends,3.1346938775510202,3.1346938775510202
246,0.5472166277390231,0.7908639820756296,true,true,both_ends,3.138211382113821,3.138211382113821
247,0.013698025375916578,0.5024255719639766,true,true,both_ends,3.1417004048582995,3.1417004048582995
248,0.08587080351117315,0.46841102245077304,true,true,both_ends,3.1451612903225805,3.1451612903225805
249,0.8871417243924921,0.6096356589321419,false,true,both_ends,3.1325301204819276,3.1325301204819276
250,0.3944512814600615,0.4082100770227324,true,true,both_ends,3.136,3.136
251,0.3773310424299684,0.4658506811981863,true,true,both_ends,3.139442231075697,3.139442231075697
252,0.555217747819178,0.1242404256514762,true,true,both_ends,3.142857142857143,3.142857142857143
253,0.7199725393339258,0.036042781193935336,true,true,both_ends,3.1462450592885376,3.1462450592885376
254,0.30033086063481895,0.20146954889746527,true,true,both_ends,3.1496062992125986,3.1496062992125986
255,0.8261898680164005,0.6152076189919329,false,true,both_ends,3.1372549019607843,3.1372549019607843
256,0.6016954932573957,0.00840290823127321,true,true,both_ends,3.140625,3.140625
257,0.6098063687507929,0.7289893320592401,true,true,both_ends,3.1439688715953307,3.1439688715953307
258,0.8706733427631775,0.043283530707572515,true,true,both_ends,3.147286821705426,3.147286821705426
259,0.11772572257626257,0.7583685131744569,true,true,both_ends,3.1505791505791505,3.1505791505791505
260,0.13381932530387053,0.00036001696255116844,true,true,both_ends,3.1538461538461537,3.1538461538461537
261,0.17860145354119716,0.16583205235905152,true,true,both_ends,3.157088122605364,3.157088122605364
262,0.11166106782141005,0.21247552829358163,true,true,both_ends,3.1603053435114505,3.1603053435114505
263,0.11705567343134093,0.9542483911779601,true,true,both_ends,3.1634980988593155,3.1634980988593155
264,0.9382844201661562,0.03751888826567207,true,true,both_ends,3.1666666666666665,3.1666666666666665
265,0.6636005415379977,0.5769461005921767,true,true,both_ends,3.169811320754717,3.169811320754717
266,0.6926634190086373,0.2706392592658572,true,true,both_ends,3.172932330827068,3.172932330827068
267,0.23416802258948832,0.763642689515462,true,true,both_ends,3.1760299625468167,3.1760299625468167
268,0.09101392514473938,0.18137730561411558,true,true,both_ends,3.1791044776119404,3.1791044776119404
269,0.009394921843519755,0.3419366910477116,true,true,both_ends,3.1821561338289963,3.1821561338289963
270,0.47269025020711397,0.19721170406591937,true,true,both_ends,3.185185185185185,3.185185185185185
271,0.6601971761694229,0.3781094012220795,true,true,both_ends,3.188191881918819,3.188191881918819
272,0.7264005283743235,0.904167551047922,false,true,both_ends,3.176470588235294,3.176470588235294
273,0.37240341663437526,0.4728863076427846,true,true,both_ends,3.1794871794871793,3.1794871794871793
274,0.614598155797076,0.517871906483499,true,true,both_ends,3.1824817518248176,3.1824817518248176
275,0.8840104885229634,0.6355889870043778,false,true,both_ends,3.170909090909091,3.170909090909091
276,0.272983472634841,0.6547667501657292,true,true,both_ends,3.1739130434782608,3.1739130434782608
277,0.4714883562598269,0.47946353966822386,true,true,both_ends,3.1768953068592056,3.1768953068592056
278,0.7513942193825133,0.11961200074895229,true,true,both_ends,3.179856115107914,3.179856115107914
279,0.9833637062283132,0.19740650921121428,false,true,both_ends,3.1684587813620073,3.1684587813620073
280,0.23626249617222095,0.476022852390971,true,true,both_ends,3.1714285714285713,3.1714285714285713
281,0.4946245735826148,0.934176933230921,false,true,both_ends,3.1601423487544484,3.1601423487544484
282,0.8206392307971032,0.5522802764939839,true,true,both_ends,3.1631205673758864,3.1631205673758864
283,0.7313844998895128,0.6327472731853147,true,true,both_ends,3.166077738515901,3.166077738515901
284,0.10939250945015111,0.9576475990237058,true,true,both_ends,3.1690140845070425,3.1690140845070425
285,0.7219711458377611,0.1637610894040289,true,true,both_ends,3.1719298245614036,3.1719298245614036
286,0.8472385431745377,0.34857641043214194,true,true,both_ends,3.174825174825175,3.174825174825175
287,0.8293008816855836,0.2755624960742976,true,true,both_ends,3.177700348432056,3.177700348432056
288,0.4407834892835537,0.28468219040107134,true,true,both_ends,3.1805555555555554,3.1805555555555554
289,0.7058761143694464,0.03770202629987007,true,true,both_ends,3.1833910034602075,3.1833910034602075
290,0.4462520820252238,0.5318410291767074,true,true,both_ends,3.1862068965517243,3.1862068965517243
291,0.8243480612820117,0.9165672384990362,false,true,both_ends,3.1752577319587627,3.1752577319587627
292,0.8712973434818936,0.48489463481371553,true,true,both_ends,3.1780821917808217,3.1780821917808217
293,0.6519638370407475,0.6621014826693892,true,true,both_ends,3.1808873720136517,3.1808873720136517
294,0.6773954010479498,0.1252915225012522,true,true,both_ends,3.183673469387755,3.183673469387755
295,0.18112978120083023,0.20412438000183308,true,true,both_ends,3.1864406779661016,3.1864406779661016
296,0.33274019873241345,0.5976394477797768,true,true,both_ends,3.189189189189189,3.189189189189189
297,0.3688769632023463,0.249301982035237,true,true,both_ends,3.191919191919192,3.191919191919192
298,0.4590870439273006,0.44356827394595066,true,true,both_ends,3.1946308724832213,3.1946308724832213
299,0.9229217529709431,0.22662233274517085,true,true,both_ends,3.197324414715719,3.197324414715719
300,0.9556195633385127,0.024356371098195773,true,true,both_ends,3.2,3.2
301,0.8979284157461459,0.6605620523216933,false,true,both_ends,3.1893687707641196,3.1893687707641196
302,0.33149292020088283,0.1548344416314661,true,true,both_ends,3.19205298013245,3.19205298013245
303,0.6173656035609945,0.5124050702449332,true,true,both_ends,3.1947194719471947,3.1947194719471947
304,0.01686753371273353,0.10546380740161243,true,true,both_ends,3.1973684210526314,3.1973684210526314
305,0.5912642700232249,0.42920505670633946,true,true,both_ends,3.2,3.2
306,0.6122076517273521,0.2099589277392524,true,true,both_ends,3.2026143790849675,3.2026143790849675
307,0.16487755931665693,0.6328318585559658,true,true,both_ends,3.205211726384365,3.205211726384365
308,0.049020412463463114,0.6262465519143652,true,true,both_ends,3.207792207792208,3.207792207792208
309,0.9845283111395909,0.6113094566323165,false,true,both_ends,3.197411003236246,3.197411003236246
310,0.8389815827658325,0.5198699859176394,true,true,both_ends,3.2,3.2
311,0.24597464329473562,0.23645319508004337,true,true,both_ends,3.202572347266881,3.202572347266881
